name	category	relevance	country_iso	x	y
Castillo de Chapultepec	Castle	481	MX	0.312096424505077	1.4896727704843324
Plaza de las Tres Culturas	Archaeological Site	93	MX	-0.24730527925891918	0.8788269444798829
Palace	Palace	376	MX	0.2862641243361843	1.2391298193237517
Home	Building	53	MY	2.0128309530464734	-1.762167582510942
São Paulo	Church	2130	MZ	5.034208191448916	2.391251130386983
Graça	Building	64	MZ	2.125923926235475	-0.7454531505050175
Chapala	Building	101	MZ	2.111506118533848	-0.7543402590493224
Amaral	Building	977	MZ	3.4389583746697263	0.6938911893136925
Almeida	Building	68	MZ	2.060242219954725	-0.8479060021710748
Tereza	Building	64	MZ	2.044503877173326	-0.8560149518087342
Mesa	Building	63	MZ	2.046980699560782	-0.8597785590812259
Residência	Building	86	MZ	2.0157876445786633	-0.8255146794351244
São José	Church	189	MZ	2.1923623827597702	-0.607960620721862
Rente	Building	65	MZ	2.03895754869149	-0.826630553956371
Benjamim	Building	66	MZ	2.0319515913317807	-0.8198852669206473
Belo Horizonte	Building	786	MZ	3.0882985012455286	0.29096247620334764
Américo	Building	52	MZ	1.996228643168858	-0.8474462880483635
Omar	Building	132	MZ	2.1403154518669147	-0.748758671903032
Nico	Building	1339	MZ	3.887251060174452	1.1458976265027927
Leite	Building	131	MZ	2.170924645314383	-0.7273248244758217
Meco	Building	83	MZ	2.091678781207881	-0.8175933675487196
Santos	Building	482	MZ	2.6829877826810873	-0.18905307635426188
Eusébio	Building	133	MZ	2.1611164992228065	-0.7267825804095248
Quintal	Building	134	MZ	2.158585189397911	-0.7270714451203762
Silva	Building	119	MZ	2.1239064897307034	-0.7493167965701443
Comes	Building	80	MZ	2.0685922524730374	-0.8138735344761308
Xavier	Building	108	MZ	2.11142789472065	-0.7698526346198815
Armando	Building	90	MZ	2.080221265895198	-0.7666947384759523
Mata	Building	76	MZ	2.093657503657124	-0.7840110057863925
Iene	Building	96	MZ	2.135088707624828	-0.7872796296924716
Carvalho	Building	112	MZ	2.186174710094665	-0.6687810763945335
Duque	Building	105	MZ	2.171645641684992	-0.6771857986420597
Rodrigues	Building	237	MZ	2.379360626577577	-0.4689776076150263
Buck	Building	55	MZ	2.10319858022143	-0.7546230063726578
Brook	Building	52	MZ	2.100254515810132	-0.7591088691956471
Almada	Building	108	MZ	2.1810317910870043	-0.6720094619244402
Link	Building	252	MZ	2.3993493053241863	-0.4459875009952889
Miranda	Building	103	MZ	2.182674598731264	-0.6797489874364505
Schmidt	Building	80	MZ	2.1431429027590774	-0.7186248267668618
Nossa Senhora das Graças	Church	100	MZ	2.339789476164964	-0.6637847912660604
Ribeiro	Building	58	MZ	2.2865827545234976	-0.7456367465102351
Nicolas	Building	86	MZ	2.1889802182110905	-0.7138145724300422
Kadir	Building	63	MZ	2.154984299939118	-0.7498851301778479
São Pedro	Church	345	MZ	2.700387505050133	-0.282889877208751
Nossa Senhora de Fátima	Church	268	MZ	2.5876347445684087	-0.3927166043428183
São Jorge	Church	731	MZ	3.255451288599956	0.33382996406495297
Porter	Building	65	MZ	2.12382429157645	-0.7444575337646563
Ellis	Building	76	MZ	2.1405588338363337	-0.7268863038935124
Taylor	Building	145	MZ	2.241327685784455	-0.6189679193120967
Young	Building	126	MZ	2.213303427688328	-0.647165779601667
Brown	Building	317	MZ	2.4919695788420966	-0.34676905519391665
Costa	Building	86	MZ	2.1518934946628865	-0.7053476261840664
Leet	Building	73	MZ	2.1408039917006763	-0.7260434510089886
Santa Catarina	Church	926	MZ	3.5431036862952725	0.6437253607829082
Laws	Building	103	MZ	2.179335276500367	-0.6782402415503759
São Lucas	Church	157	MZ	2.4383517581453376	-0.5701824697998064
Nossa Senhora de Lourdes	Church	94	MZ	2.3486748256914214	-0.6674969290084511
Sagrado Coração de Jesus	Church	51	MZ	2.288983227078141	-0.7406191358002122
São Sebastião	Church	227	MZ	2.5412097304399093	-0.45365795671057446
São Tomé	Church	102	MZ	2.3610447820920553	-0.6553107742865077
São Silvestre	Church	250	MZ	2.5818471684535487	-0.4296344419909832
Gabriel	Building	64	MZ	2.2324323598540565	-0.7523313820824692
Julai	Building	456	MZ	2.8240767052159175	-0.13093150203456655
Nossa Senhora do Rosário	Church	55	MZ	2.2466419761925187	-0.7636593633898483
Rafael	Building	55	MZ	2.240867347780677	-0.7622371753534029
Simone	Building	239	MZ	2.535185414440911	-0.46646133116127786
José	Building	209	MZ	2.4774280120703773	-0.5202007101627024
Caldas	Building	102	MZ	2.354448488768865	-0.6812741370256689
Jeremias	Building	123	MZ	2.3683549276252434	-0.6481699722907047
Reis	Building	555	MZ	3.0085888887313663	0.030052097640239958
Hugo	Building	78	MZ	2.304197011161383	-0.7176140775359645
Carlos	Building	256	MZ	2.549754642705205	-0.4420720690031109
João	Building	87	MZ	2.302307248665092	-0.7007124495088073
Albino	Building	127	MZ	2.3593433846131173	-0.6377844595675647
Augusto	Building	298	MZ	2.619143503018848	-0.3791443359300238
Francisco	Building	149	MZ	2.4050330857867794	-0.5918849419233685
American	Church	224	MZ	2.520637987537935	-0.49408328238260113
Cristiano	Building	50	MZ	2.2695843683900176	-0.7647552612360424
Castelo	Building	66	MZ	2.297228304496964	-0.7431842522290134
Lucas	Building	86	MZ	2.2895351905940218	-0.6878077610299993
Martin Luther	Monument	112	NA	2.1365999550896553	-0.4005345221287415
Christ Apostolic Church	Church	64	NG	0.9795272646812985	-0.5512833928488708
Kasteel Radboud	Castle	57	NL	-0.42733814303855494	-0.7096825273756757
Muiderslot	Castle	74	NL	-0.3892855857819087	-0.6803805206466935
Slot Loevestein	Castle	93	NL	-0.34588852541747456	-0.6474586449559646
Huis ten Bosch	Palace	71	NL	-0.39242858494532384	-0.6743686889796893
Horn	Castle	132	NL	-0.2620541160857702	-0.595632029164653
Kasteel de Haar	Castle	109	NL	-0.3328654711406028	-0.6232390515735259
Almelo	Castle	117	NL	-0.3138117164152533	-0.6339946900136515
Paleis Het Loo	Palace	105	NL	-0.3336307711501791	-0.6427365093978739
Evoluon	Building	72	NL	-0.36046816424839256	-0.6843873619343122
Rijksmuseum	Museum	73	NL	-0.3932057084709038	-0.6796115663976567
Van Gogh Museum	Museum	75	NL	-0.39031914012350455	-0.6764007483460376
Stedelijk Museum Amsterdam	Museum	87	NL	-0.37303654905225464	-0.6575138077931779
Synagoge	Church	122	NL	-0.3131458336527322	-0.5986179368469795
Leeuwarder Courant	Building	71	NL	-0.4145201919197883	-0.6987145602049423
Kasteel Almere	Castle	97	NL	-0.3550226045194487	-0.6466061393578096
Paleis Soestdijk	Palace	80	NL	-0.37429790306476945	-0.673047522311341
Binnenhof	Castle	90	NL	-0.3649151368952535	-0.6440256300048396
Gravensteen	Castle	70	NL	-0.3946633930545013	-0.6781308478342994
Frans Hals	Monument	83	NL	-0.38149354670955893	-0.660543245787134
Kröller-Müller Museum	Museum	182	NL	-0.21947753770085407	-0.5193151699813212
Paleis op de Dam	Palace	147	NL	-0.28699253968481353	-0.5633900309369326
Hermitage Amsterdam	Museum	84	NL	-0.3773771309371685	-0.662570674532261
Tropenmuseum	Museum	54	NL	-0.4203244230749701	-0.7099892336535523
NEMO (Amsterdam)	Museum	53	NL	-0.42221566658919857	-0.7114820913091631
Sexmuseum Amsterdam	Museum	150	NL	-0.2827256161196251	-0.5587666913486838
Het Apostolisch Genootschap	Church	50	NL	-0.41124088185254404	-0.7298720469304026
Bethel	Church	95	NL	-0.3465952139461665	-0.6587335269217219
Roman road	Historical Site	68	NL	-0.3903300332168551	-0.6879665466565468
Jan Pieterszoon Coen	Monument	89	NL	-0.3774922920787518	-0.658037953381672
Cirkel	Church	63	NL	-0.42021367558524975	-0.7215270503044166
Hersteld Hervormde Kerk	Church	71	NL	-0.38222011282879687	-0.6961067029015989
Centraal Museum	Museum	74	NL	-0.380819478115036	-0.6799530599254479
GEM	Museum	55	NL	-0.4159597834147906	-0.6986646092578399
Groninger Museum	Museum	78	NL	-0.39809772131130483	-0.6978971827699002
Frans Hals Museum	Museum	61	NL	-0.4132676993203889	-0.6952290113642798
Teylers Museum	Museum	132	NL	-0.3110689122889737	-0.5836912313319133
Menorah	Church	234	NL	-0.14714035099919268	-0.4400118564960715
Westerbork transit camp	Historical Site	60	NL	-0.41423965851446193	-0.7253957699827127
Vik	Church	59	NO	-0.6884501268948475	-0.7593073969118386
Venner	Building	83	NO	-0.5713353534353984	-0.7747117584439961
Vega	Church	129	NO	-0.672964158215865	-0.7464520750220447
Tysfjord	Church	62	NO	-0.8070469603288343	-0.9212966508068489
Tiller	Church	103	NO	-0.6506762281779487	-0.7561146631139274
Strand	Church	64	NO	-0.6418854521087531	-0.7902577720173349
For	Church	77	NO	-0.6993668829584487	-0.8171275411871951
Flatanger	Church	52	NO	-0.7557814047542175	-0.846035666890316
Sel	Church	102	NO	-0.6101287402183	-0.7392132144448196
Sandnes	Church	77	NO	-0.5696939655490447	-0.7408022339137488
Sand	Church	828	NO	0.4797516528448907	0.4567059920279229
Rein	Church	56	NO	-0.7291348169276543	-0.8245891468323857
Nes	Church	59	NO	-0.6783994064807303	-0.7760208602365816
Moster	Church	54	NO	-0.6505632782888997	-0.7494666718059291
Mo	Church	216	NO	-0.38364074022738764	-0.581169646158582
Lund	Church	146	NO	-0.46686503085976333	-0.6149186543340404
Lidar	Church	84	NO	-0.6220652436366009	-0.7571705048346048
Hidra	Church	54	NO	-0.5924753239271153	-0.7583672874401091
Hen	Church	95	NO	-0.6606490154858262	-0.7304922869311928
Haus	Church	57	NO	-0.6683466576746044	-0.750086343377544
Flora	Church	60	NO	-0.7071647071369311	-0.8367680453711138
Flakstad	Church	63	NO	-0.8332977650515299	-0.8791948875900836
Fana	Church	73	NO	-0.6405335946666837	-0.722127259132588
Eid	Church	95	NO	-0.5906072238598872	-0.6899216667175093
Bru	Church	142	NO	-0.5831018205937621	-0.6172971002283424
Berg	Church	64	NO	-0.838824462097078	-0.9365985636963092
Aas	Church	88	NO	-0.5515075894073179	-0.7674413246963067
Klepp	Church	55	NO	-0.6165679072112726	-0.7472305111264124
Saltstraumen	Church	97	NO	-0.7448108927915278	-0.8391610977799802
Manger	Church	143	NO	-0.554488330572165	-0.609757968562092
Telenor	Building	313	NO	-0.2964806316882295	-0.34368893322274124
Biltema	Building	50	NO	-0.6751650120807229	-0.757500250589815
Gran	Church	120	NO	-0.5298163155800141	-0.7172112755482126
Eidsvoll	Church	63	NO	-0.6041392311192336	-0.8160936289272598
Enger	Church	228	NO	-0.3828217094989399	-0.5457760033298793
Valle	Church	50	NO	-0.5867163282666423	-0.7741526673238364
Hof	Church	53	NO	-0.6188691285801019	-0.843092892970822
Flåm	Church	61	NO	-0.6602425565200208	-0.7670902279897831
Ringebu stavkirke	Church	94	NO	-0.6068044837497147	-0.7586436963928745
Os	Church	222	NO	-0.44491793999095625	-0.5754193247640995
Rindal	Church	409	NO	-0.21079214609831054	-0.2577063237410571
Gand	Church	178	NO	-0.44075585864322064	-0.5553086082309864
Sela	Church	114	NO	-0.6518907711778662	-0.7469138234961891
Malm	Church	61	NO	-0.7264502139156364	-0.8361442301920502
Grim	Church	51	NO	-0.5814587463517203	-0.7816805591157525
Berlevåg	Church	79	NO	-0.7568414591115109	-1.075415921673006
Masi	Church	136	NO	-0.6781390927418401	-0.9075491919741713
Eik	Church	91	NO	-0.5383296783387491	-0.756512565012954
Heimdal	Church	122	NO	-0.6234584218173687	-0.7254552589632347
Skarsvåg	Church	51	NO	-0.8343387123605592	-1.0773357269099948
Brenna	Church	86	NO	-0.7654655526868467	-1.018510478558281
Valberg	Church	115	NO	-0.7555228946452277	-0.8062049450201223
Elverum	Church	81	NO	-0.5929706775538779	-0.7945951464098542
Reine	Church	79	NO	-0.8067527676135386	-0.8503683562664828
Molde	Church	58	NO	-0.724690432383107	-0.7810771605783234
Gjøvik	Church	60	NO	-0.6285379983309208	-0.81563658782537
Grimstad	Church	96	NO	-0.5172895024256414	-0.7200538326693615
Lia	Church	116	NO	-0.5678949654568783	-0.7376100015171125
Orre	Church	80	NO	-0.580090782319035	-0.706468771132981
Tempe	Church	168	NO	-0.5586942537714762	-0.6540494540837329
Fjell	Church	112	NO	-0.5234745083495882	-0.7226840286065854
Hem	Church	114	NO	-0.5130826555025954	-0.715590250921227
Harran	Church	57	NO	-0.7364556674929567	-0.861458223903972
Berger	Church	104	NO	-0.5279726474850445	-0.7367085400882908
Mari	Church	57	NO	-0.5953567408352628	-0.820188357855428
Vennesla	Church	191	NO	-0.3839334814607558	-0.562079905362712
Ris	Church	249	NO	-0.3291446399805993	-0.514707810904177
Asker	Church	58	NO	-0.6032860982294231	-0.8110591336559652
Time	Church	80	NO	-0.5784532589883319	-0.7086327746154127
Auli	Church	437	NO	-0.05501012839914056	-0.22871127679115455
Trysil	Church	57	NO	-0.6353052538741301	-0.8435462846957366
Haram	Church	180	NO	-0.5534811605318743	-0.5769887783388988
Grønland	Church	186	NO	-0.4181312260053727	-0.6144800062933616
Henningsvær	Church	80	NO	-0.8023245468487151	-0.8644852790727996
Lillehammer	Church	74	NO	-0.6203474908252932	-0.7921093981662057
Kirkenes	Church	68	NO	-0.7281074325393613	-1.1001260366292933
Holmenkollen	Church	184	NO	-0.42359578799900044	-0.6166105864922861
Arctic Cathedral	Church	62	NO	-0.8330505131934742	-0.9629933085949166
Skansen	Historical Site	131	NO	-0.6128222577163283	-0.711999302061206
Tavern	Building	304	NO	-0.3635625094661791	-0.4396799599223196
Regjeringskvartalet	Building	99	NO	-0.5437758750616942	-0.7510097593621613
Setra	Building	125	NO	-0.5001497169242354	-0.6958281373791403
Saga	Building	111	NO	-0.5138840755707761	-0.7186577862367715
Kathmandu Durbar Square	Historical Site	142	NP	1.209700501034245	-1.5209439280793855
Camp David	Building	76	NZ	4.148189299011028	-2.454835081193264
Baron	Building	52	NZ	4.113623481154121	-2.4925739244038336
Tara	Building	102	NZ	4.190663791413123	-2.40175520628531
Hobbiton Movie Set	Historical Site	460	NZ	4.562216565446649	-1.9138562529459908
Larnach Castle	Castle	68	NZ	4.206656492364769	-2.426612756074814
Líneas de Nazca	Archaeological Site	640	PE	1.8424117394151998	1.579144303966484
Buenos Aires	Church	61	PE	0.9410070186174551	0.6708300298843564
Sacsayhuamán	Archaeological Site	106	PE	1.0629355485909404	0.6920244724473477
Caral	Archaeological Site	121	PE	0.9517336958631212	0.7768027778363146
Chan Chan	Archaeological Site	88	PE	0.8017616632789436	0.7326244588828619
Marae	Monument	129	PF	0.5274933141189985	1.7769791952053628
Iglesia ni Cristo	Church	676	PH	2.706075980895961	-1.0927885985865484
GMC	Building	92	PH	1.887269851142803	-2.010950778630256
United Methodist Church	Church	798	PH	2.8951898570190915	-0.8995948597382689
Quiapo Church	Church	70	PH	1.8419488594166125	-2.045516160797113
Amphitheater	Amphitheater	112	PH	2.091448833795429	-1.9858277956562576
Manila Cathedral	Church	127	PH	1.9241855968514139	-1.9557201206985053
Tondo Church	Church	54	PH	1.8184657752684688	-2.0705042310189854
Taxila	Archaeological Site	691	PK	1.6962176547196748	-0.5206618716676039
Obelisk	Monument	873	PK	1.995078601280792	-0.1382426611394444
Frontier House	Building	66	PK	0.7990352378716293	-1.5065628955291424
Federal Public Service Commission	Building	81	PK	0.8207527793099098	-1.4830696662420277
Saint Joseph	Church	63	PK	1.0230016137137048	-1.3904243882143974
Fauji Foundation	Building	84	PK	0.8199623273164172	-1.453765497557769
Mill	Building	68	PK	0.881336948973201	-1.4177175785366087
National Bank of Pakistan	Building	89	PK	0.888658780334636	-1.3731583899411688
Pakistan State Oil	Building	55	PK	0.8421399502042808	-1.4272199268386372
Takht-i-Bahi	Archaeological Site	93	PK	0.8091318731923928	-1.451784627403863
World Bank	Building	2257	PK	3.9551971712374594	1.9385486563917007
Radio Pakistan	Building	70	PK	0.8455706061167036	-1.4619520689777807
Treblinka	Historical Site	135	PL	-0.15935386738088622	-0.8106404601826407
Zamek Chojnik	Castle	166	PL	-0.11451177300269465	-0.6686072606863698
Poznań	Castle	1171	PL	1.294307144054645	0.8874382499973358
Konin	Castle	227	PL	-0.04963059538851007	-0.6140235958952381
Uniejów	Castle	83	PL	-0.24203950453270634	-0.8459607698434259
Główny Urząd Statystyczny	Building	58	PL	-0.2661163688888772	-0.915700267612161
Wawel	Castle	218	PL	0.023550844784593447	-0.640002419910556
Adam Mickiewicz	Monument	1242	PL	1.3611345975207956	0.9707364911934182
Lidzbark	Building	87	PL	-0.2680758048940832	-0.8590612852159989
Palace of Culture and Science	Monument	271	PL	0.040166178705080394	-0.5808336012390589
Sea Towers	Building	89	PL	-0.3167873458340504	-0.8450745963626999
Muzeum Powstania Warszawskiego	Museum	131	PL	-0.16169953485630215	-0.8006511186878273
Panorama Racławicka	Monument	271	PL	0.040442699727076065	-0.523282135707754
Zamek w Czorsztynie	Castle	56	PL	-0.18667610435246607	-0.8968709773671444
Aduana	Building	100	PR	0.08945986866058099	0.457762306444628
Casa Rosada	Building	85	PR	0.07582468229177113	0.43414351115601985
Club de Leones	Building	131	PR	0.14308612525986728	0.5098322710417453
La Fortaleza	Building	73	PR	0.050488640291420465	0.41535075494662055
El Cid	Building	131	PR	0.13463577961560744	0.506162365382732
UNDP	Building	523	PS	1.182593602715303	-0.2669385511904977
Church of the Holy Sepulchre	Church	1819	PS	3.047621729358769	1.7594528283618478
Church of Mary Magdalene	Church	68	PS	0.5258434326912554	-0.9940573385290429
Castelo de São Jorge	Castle	106	PT	-0.036830740858662815	-0.37951172239616837
Padrão dos Descobrimentos	Monument	65	PT	-0.09586476411744915	-0.44293170657372427
São Miguel	Church	185	PT	-0.018381976092404474	-0.28313778332213946
Sé de Braga	Church	62	PT	-0.1841039563733114	-0.4711014849379483
Church of Santa Engrácia	Church	67	PT	-0.09294392852674155	-0.44095258849057273
Balsa	Archaeological Site	54	PT	-0.046991727863387955	-0.4728454261441525
Santuário Nacional de Cristo Rei	Monument	168	PT	0.05327317575454136	-0.28135303345758994
São Bartolomeu	Archaeological Site	75	PT	-0.01835342664731897	-0.44308146084830663
Marmeleiro	Archaeological Site	55	PT	-0.055333380667718736	-0.47576185751051564
Santuário de Santa Luzia	Church	64	PT	-0.1897003624979396	-0.4632580873810734
Igreja Internacional da Graça de Deus	Church	94	PT	-0.06719553723665854	-0.39845708036201205
Quinta da Regaleira	Palace	155	PT	0.02878923594177616	-0.29936922273263117
Castelo de Guimarães	Castle	53	PT	-0.19259873953149678	-0.4865924804598124
Livraria Lello	Monument	75	PT	-0.15424904728222005	-0.44632272129283546
Santa Casa da Misericórdia	Church	50	PT	-0.19639057304048152	-0.49558343812383326
Capela dos Ossos	Church	104	PT	0.024906143576553835	-0.3907040265789222
Churro	Monument	254	PT	0.10205915867186313	-0.1639956146849792
Confederación Sudamericana de Fútbol	Museum	239	PY	1.7577791103248452	0.763985615771838
Palace of the Parliament	Building	530	RO	0.7069381073644996	-0.2048079707839034
Dacia	Archaeological Site	270	RO	0.2696140704428327	-0.582433739202646
Poenari Castle	Castle	155	RO	0.12439419299895756	-0.7795433214496373
Castelul Bran	Castle	178	RO	0.15893514335514636	-0.7537972622489185
Oplenac	Church	69	RS	0.00041248597631628707	-0.8574306207534408
Eternal flame	Monument	263	RS	0.2593665114597646	-0.5517307192748806
Lenin-Mausoleum	Building	184	RU	-0.04865859521258242	-0.9535255626099338
Warenhaus GUM	Building	83	RU	-0.19414288020515696	-1.112370738674589
Moscow Kremlin	Building	2003	RU	2.571186593764094	1.9067985381700323
Hermitage Museum	Museum	663	RU	0.4426608564331197	-0.12299036974893159
Peter and Paul Fortress	Museum	153	RU	-0.292098554284385	-0.9250544666660695
Tsarskoye Selo	Museum	224	RU	-0.18176524354956028	-0.8136579278401217
Pavlovsk Palace	Museum	59	RU	-0.4178767837948584	-1.073435605796204
Saturn	Building	68	RU	1.0397829540828711	-2.30455008832969
Kizhi Pogost	Historical Site	85	RU	-0.4135648864597145	-1.1065978319748575
Ivan the Great Bell Tower	Museum	86	RU	-0.18972885839767634	-1.1075940071720778
Catherine Palace	Palace	249	RU	-0.14570698768663418	-0.774044102614082
Alexander Palace	Palace	211	RU	-0.20062309890693472	-0.8337838229239096
Winter Palace	Historical Site	645	RU	0.41675497901123754	-0.1513063428854485
Muramba	Building	94	RW	1.5911809269174086	-0.7179095268874086
Mani	Building	54	RW	1.529245489157119	-0.7821595558063337
Kite	Historical Site	90	SA	0.7847095240426464	-0.9856424982910204
Napata	Archaeological Site	64	SD	0.9130419806779265	-0.8937618946648307
Kawa	Archaeological Site	273	SD	1.1811306608241192	-0.5508178050272098
Visingsö	Church	105	SE	-0.4431656415055027	-0.7803469812515699
Ullånger	Church	81	SE	-0.6019097513203412	-0.8919639768723286
Tuna	Church	51	SE	-0.633146262074145	-0.9211567953168058
Solliden	Palace	207	SE	-0.23852643205950966	-0.6449925148920795
Sal	Church	88	SE	-0.4936038179478293	-0.7859155165176863
Roma	Church	103	SE	-0.3931786765627037	-0.8355537239883917
Oskar	Church	118	SE	-0.3659559367405836	-0.7732141721045348
Ore	Church	518	SE	0.06046779076978778	-0.15622043801110752
Ny	Church	60	SE	-0.5782265436914682	-0.8341783377368482
Lye	Church	1332	SE	1.3848995579530308	1.0969955118999364
Kalmar	Church	135	SE	-0.41940854208148587	-0.7822750273926028
Kall	Church	74	SE	-0.6707189147990552	-0.8395778847216034
Halla	Church	98	SE	-0.4588184174222549	-0.8253066215259415
Hall	Church	120	SE	-0.37780873781411983	-0.8140928161244385
Gotska Sandön	Church	67	SE	-0.4657219562177226	-0.9060400144551715
Garda	Church	61	SE	-0.44576240272215606	-0.90241737216934
Fårö	Church	93	SE	-0.41378445091763566	-0.8621424479841934
Ed	Church	266	SE	-0.2625331824037832	-0.5159705092688932
Drottningholm Palace	Castle	138	SE	-0.40485171364635353	-0.781373254103423
Dal	Church	779	SE	0.3970750040965104	0.21288388226937802
By	Church	349	SE	-0.13820528623422662	-0.38306644139413615
Boda	Church	185	SE	-0.388248623437419	-0.644707814467503
Barva	Church	53	SE	-0.5386973600354507	-0.9007343698990267
Anga	Church	170	SE	-0.2928942803372324	-0.7334393583202925
Alster	Church	142	SE	-0.4420395870225377	-0.7190712405033616
Åland	Church	268	SE	-0.2408959028876195	-0.5715637446374006
Å	Church	423	SE	0.019502769894255728	-0.311325593649344
Katarina kyrka	Church	51	SE	-0.5282969390948004	-0.9206882762707349
Birka	Archaeological Site	99	SE	-0.46455220010512516	-0.8382660940531562
Stockholms slott	Palace	199	SE	-0.31551045931831845	-0.6879253922059988
Riddarholmskyrkan	Church	56	SE	-0.521470744029029	-0.9126712618557106
Storkyrkan	Church	186	SE	-0.33421890552602546	-0.7083497496256695
Gamla Uppsala	Archaeological Site	62	SE	-0.534990447083348	-0.9001750447116195
Bergsjö	Church	65	SE	-0.6019663493873709	-0.8975541189284156
Härnösands domkyrka	Church	63	SE	-0.617688232021634	-0.9152765292368955
Bodum	Church	66	SE	-0.6687133157473842	-0.8953235283962544
Hudiksvall	Church	97	SE	-0.5474137292725654	-0.8465733587423027
Bollnäs	Church	50	SE	-0.6093862278414037	-0.9092765967617507
Ockelbo	Church	131	SE	-0.4752256512055688	-0.7841141601637208
Järvsö	Church	100	SE	-0.5508055200052131	-0.8295729083442939
Los	Church	63	SE	-0.6136351610610625	-0.8745388431472317
Sveg	Church	57	SE	-0.6393428275855143	-0.8746298568725542
Lit	Church	151	SE	-0.5407485089168872	-0.7387200394118111
Arjeplog	Church	66	SE	-0.7227246339046735	-0.9255577999876478
Arvidsjaur	Church	63	SE	-0.7010571058416797	-0.9451327571771003
Lycksele	Church	51	SE	-0.6910092945297343	-0.9529088518101599
Vemdalen	Church	68	SE	-0.641049851054326	-0.8526285276908632
Köping	Church	62	SE	-0.44700922735941306	-0.8741799099231636
Örnsköldsvik	Church	67	SE	-0.6261327242713747	-0.9222282939829561
Piteå	Church	55	SE	-0.6830469991680737	-0.987066497730782
Spånga	Church	64	SE	-0.5134421398620879	-0.8983871565441874
Lina	Church	132	SE	-0.41252879314349045	-0.7865388691726194
Älvdalen	Church	50	SE	-0.6265772793351374	-0.8776767182664268
Avesta	Church	69	SE	-0.5459457544705638	-0.8709473968025673
Leksand	Church	51	SE	-0.6009732944673336	-0.8862682860171489
Lima	Church	159	SE	-0.466335869014602	-0.6959405957076121
Mora	Church	72	SE	-0.5834600688922913	-0.8486807940720889
Strängnäs domkyrka	Church	72	SE	-0.5092582515880895	-0.8741268256382483
Växjö domkyrka	Church	67	SE	-0.45683710937395006	-0.8411026354422567
Kalmar domkyrka	Church	149	SE	-0.3180738522858551	-0.7317234762490882
Alva	Church	69	SE	-0.432724976379317	-0.8864121398789349
Lunds domkyrka	Church	148	SE	-0.31730432372340006	-0.6869394848752961
Skara domkyrka	Church	123	SE	-0.43647627522988464	-0.7418423188579938
Karlstads domkyrka	Church	65	SE	-0.5510622421138764	-0.8385243863315778
Västerås domkyrka	Church	86	SE	-0.5010385508337656	-0.8466843769514771
Engelbrektskyrkan	Church	56	SE	-0.5220591176309459	-0.9128095567422763
Hallwylska museet	Museum	68	SE	-0.5043640410641292	-0.893982962098917
Nationalmuseum	Museum	75	SE	-0.4940931781795395	-0.883007065167473
Jesu Kristi Kyrka av Sista Dagars Heliga	Church	69	SE	-0.48830696058697326	-0.8333068108740549
Istana Negara	Palace	59	SG	2.095757485764833	-1.7749594325773852
World Trade Center	Building	142	SG	2.21649936230902	-1.6439412984117727
Merlion	Monument	439	SG	2.643819446676046	-1.1774896436336273
Newfoundland	Building	59	SH	1.6660396839914784	-0.24697820024453082
Sveti Mihael	Church	51	SI	-0.12863846512837884	-0.8001326999397047
Bratislava Castle	Castle	144	SK	-0.04754140341882422	-0.7100490997444053
Spiš Castle	Castle	76	SK	-0.13999241489376088	-0.8694331090948505
Iglesia La Luz del Mundo	Church	358	SV	0.4057692806246796	1.1904582475119792
Palmyra	Archaeological Site	551	SY	1.1602673368966994	-0.28736981956651125
Anglican Church	Church	153	SY	0.5340371968590142	-0.8846755814432102
Krak des Chevaliers	Castle	138	SY	0.5413093624279072	-0.9116404330834563
Grand Palace	Palace	559	TH	2.390014780543504	-1.00171532986171
Sanctuary of Truth	Building	211	TH	1.9170959569471049	-1.55058070160225
Canteen	Building	61	TH	1.668665571197686	-1.8494759560452878
Troy	Archaeological Site	2877	TR	4.23077923941589	3.5043171477894206
Myra	Archaeological Site	64	TR	0.33039471061124354	-0.9513353864798074
Carchemish	Historical Site	111	TR	0.44896517512178774	-0.9865880615696228
Xanthos	Archaeological Site	59	TR	0.3142733515666316	-0.9509845599971637
Çırağan Palace	Palace	83	TR	0.1969917391324364	-0.9308376533312208
Cisterna Basilica	Building	87	TR	0.20354259427513988	-0.9238840643893768
Dolmabahçe Palace	Palace	275	TR	0.4735373664287412	-0.6287143819388835
Hagia Sophia	Church	299	TR	0.508889184098873	-0.5905467607797124
Basilica Cistern	Palace	320	TR	0.5391316088871955	-0.5574934322251826
Sultan Ahmed Mosque	Museum	737	TR	1.1397912254756186	0.0982464489334276
Ephesus	Archaeological Site	1547	TR	2.3893037288717345	1.4076808192493533
Hierapolis	Archaeological Site	144	TR	0.3850684481281289	-0.8220045906037161
Aphrodisias	Archaeological Site	95	TR	0.3177653909800005	-0.8927231602730528
Laertes	Archaeological Site	75	TR	0.3575085484586749	-0.9633539482854477
Göbekli Tepe	Archaeological Site	197	TR	0.571314266575777	-0.8649644427723686
Aspendos	Archaeological Site	66	TR	0.3223199941149728	-0.9671369096683227
Hagia Sofia	Museum	127	TR	0.2611761304029649	-0.8610067842213806
Hattusa	Archaeological Site	242	TR	0.5086366612237876	-0.7501377450579372
Ani	Archaeological Site	325	TR	0.6927456276419733	-0.7403067645333037
Philadelphia	Archaeological Site	81	TR	0.2752087726057739	-0.9149770871589705
